System,space_group,space_group_index,magnetic,energy_P4mm,energy_cubic,d_E_cubic_p4mm,energy_fix_P4mmm,d_E_cubic_p4mmm,d_E_p4mm_P4mmm,gap,volume,density,a,b,c,polarization,d33,d31,d33_d31,c_a_ratio,amplitude,c33,c33_c11,eps11,eps33,P_A,P_B,P_O,BEC_1zz,BEC_2zz,BEC_3zz,BEC_4zz,BEC_5zz,c11,c44,c66,c12,c13,s11,s33,s33_s11_,s44,s66,s12,s13,d15,e33,e31,e15,e33_e31,ele_1,ele_2,ele_3,ele_1_Num,ele_1_Mas,ele_1_Rad,ele_1_Rion,ele_1_IE,ele_1_EA,ele_1_Vac,ele_1_NVE,ele_1_DP,ele_1_Rc,ele_1_BD,ele_1_XAR,ele_1_ENp,ele_1_ENg,ele_2_Num,ele_2_Mas,ele_2_Rad,ele_2_Rion,ele_2_IE,ele_2_EA,ele_2_Vac,ele_2_NVE,ele_2_DP,ele_2_Rc,ele_2_BD,ele_2_XAR,ele_2_ENp,ele_2_ENg,t,E_max,dir_E_max,E_min,dir_E_min,E_mae,d33_max,dir_d33_max,d33_min,dir_d33_min,d33_mae,,,,,,,,,,,,,,,,,,,,
TbErO3,P 4 m m,99,no,-42.28628253,-39.70923384,-2.57704869,-35.34600326,4.36323058,6.94027927,2.221,77.233055,4.845,3.782310531,3.782310531,5.398695714,134.3361501,4.010502991,2.029936,1.975679525,1.427353907,1.592483588,149.10262,0.814419239,10.23436,7.764231,-29.75823479,0.808959667,-105.386875,2.89382,3.38672,1.75581,1.75581,2.76892,183.07846,15.49666,57.64721,39.41172,67.94389,6.594220202,9.293221839,1.409298075,64.53003421,17.34689328,-0.36633309,-2.837957353,48.89835917,0.87382,0.72413,0.75775,1.206717026,Tb,Er,O,65,158.925,175,106.3,5.85,112,3.5,11,170,1.94,8.23,1.1,1.21,0.198863,68,167.259,175,103,6.1,30,3,14,150,1.89,9.07,1.11,1.24,0.212261,0.71729653,151.384,(1.00 0.00 0.02),52.855,(0.49 0.49 0.72),2.864,-20.422,(0.80 0.00 -0.61),0.808,(-0.01 1.00 0.02),-25.275,,,,,,,,,,,,,,,,,,,,
YErO3,P 4 m m,99,no,-44.05279983,-41.45132038,-2.60147945,-37.12611805,4.32520233,6.92668178,2.247,77.19510546,3.94,3.781611505,3.781611505,5.398038078,135.2507127,4.076898714,2.083934201,1.95634714,1.427443848,1.605783677,148.30672,0.820972409,10.237593,7.76364,-30.75057763,0.96896841,-105.4691035,2.88928,3.36021,1.74362,1.74362,2.76226,180.64763,13.82014,57.35656,36.50755,66.34771,6.637586917,9.279527084,1.398027205,72.35816714,17.43479734,-0.300108691,-2.835186211,60.2341551,0.88116,0.72303,0.83243,1.218704618,Y,Er,O,39,88.906,180,104,6.38,30,3,3,162,1.9,4.47,1.11,1.22,0.1216986,68,167.259,175,103,6.1,30,3,14,150,1.89,9.07,1.11,1.24,0.212261,0.710194584,150.353,(1.00 0.00 0.02),47.876,(0.49 -0.49 0.72),3.14,-24.804,(0.80 0.00 -0.61),0.988,(-0.01 1.00 0.02),-25.105,,,,,,,,,,,,,,,,,,,,
HoTmO3,P 4 m m,99,no,-42.29621833,-39.61746299,-2.67875534,-35.15890111,4.45856188,7.13731722,2.144,75.66536942,5.047,3.755794063,3.755794063,5.364059847,136.1110775,5.474589331,0.66181322,8.272106333,1.428209257,1.594778648,151.46028,0.809691258,10.042427,7.578837,-30.81166039,0.933377187,-106.2327943,2.86525,3.34287,1.73731,1.73731,2.73351,187.0593,13.41757,59.76896,40.7243,68.19686,6.422155455,9.039553885,1.407557626,74.5291435,16.73109253,-0.411479697,-2.706380928,44.23771624,0.91945,0.5241,0.59356,1.754340775,Ho,Tm,O,67,164.93,175,104.1,6.02,33,3,13,156,1.92,8.8,1.1,1.23,0.207795,69,168.934,175,102,6.18,99,3,15,144,1.9,9.321,1.11,1.25,0.2167244,0.713619607,155.368,(1.00 0.00 0.02),46.838,(0.49 0.49 0.72),3.317,-18.435,(0.80 0.00 -0.61),0.712,(-0.01 1.00 0.02),-25.892,,,,,,,,,,,,,,,,,,,,
DyErO3,P 4 m m,99,no,-42.24146205,-39.53050249,-2.71095956,-35.06635884,4.46414365,7.17510321,2.154,76.8121756,4.918,3.771590887,3.771590887,5.399840235,135.9401507,3.68626703,2.11281854,1.744715394,1.431714201,1.604036993,152.79411,0.833390613,10.151866,7.727077,-30.45976471,0.677354566,-106.1577406,2.88349,3.38019,1.75155,1.75155,2.76058,183.34033,13.89843,58.07128,38.76103,67.50464,6.536102517,8.947752812,1.368973756,71.95057283,17.22021626,-0.380516944,-2.719545852,54.03865249,0.84849,0.7181,0.75104,1.181576382,Dy,Er,O,66,162.5,175,105.2,5.93,34,3,12,163,1.92,8.55,1.1,1.22,0.20333,68,167.259,175,103,6.1,30,3,14,150,1.89,9.07,1.11,1.24,0.212261,0.713899947,152.682,(1.00 0.00 0.02),48.264,(0.49 0.49 0.72),3.163,22.353,(0.80 0.00 0.61),0.891,(-0.01 1.00 0.02),25.088,,,,,,,,,,,,,,,,,,,,
LaSmO3,P 4 m m,99,no,-42.33932512,-39.93847294,-2.40085218,-35.8928105,4.04566244,6.44651462,2.492,87.69249046,3.846,3.941136259,3.941136259,5.645722187,131.4455467,5.626144122,2.598699397,2.164984579,1.43251129,1.635337288,118.43788,0.78013577,12.597689,9.056852,-26.62084646,-0.496736767,-104.3279635,3.11062,3.73484,1.90642,1.90642,3.03261,151.81701,14.77045,44.30647,28.57213,55.74739,7.965968604,11.90737354,1.494780375,67.70274433,22.57006708,-0.147958726,-3.67985011,43.641189,0.95609,0.78242,0.6446,1.221965185,La,Sm,O,57,138.906,195,117.2,5.577,45,3,3,215,2.07,6.15,1.08,1.1,0.163142,62,150.36,185,109.8,5.63,16,3,8,192,1.98,7.52,1.07,1.17,0.185468,0.729297579,125.358,(1.00 0.00 0.02),48.817,(0.49 -0.49 0.72),2.568,-18.982,(-0.03 0.80 -0.61),0.733,(0.53 0.85 0.02),-25.896,,,,,,,,,,,,,,,,,,,,
SmTbO3,P 4 m m,99,no,-42.07654103,-39.50261806,-2.57392297,-35.25381989,4.24879817,6.82272114,2.247,81.38387475,4.39,3.842960667,3.842960667,5.510696387,132.761887,4.788920879,1.776576992,2.695588708,1.433971582,1.615064527,137.82681,0.813930084,10.645789,8.2132,-28.45143727,0.227975752,-104.5384254,2.96856,3.50312,1.80181,1.80181,2.86806,169.33495,14.90528,50.946,34.13608,62.67342,7.111864064,10.07888664,1.417193376,67.09031967,19.62862639,-0.28464746,-3.104512204,44.73283078,0.88273,0.66162,0.66675,1.334194855,Sm,Tb,O,62,150.36,185,109.8,5.63,16,3,8,192,1.98,7.52,1.07,1.17,0.185468,65,158.925,175,106.3,5.85,112,3.5,11,170,1.94,8.23,1.1,1.21,0.198863,0.717760564,140.378,(1.00 0.00 0.02),50.408,(0.49 0.49 0.72),2.785,-18.9,(0.80 0.00 -0.61),0.738,(-0.01 1.00 0.02),-25.61,,,,,,,,,,,,,,,,,,,,
TbHoO3,P 4 m m,99,no,-42.20761824,-39.47046055,-2.73715769,-34.99782839,4.47263216,7.20978985,2.165,77.99131711,4.768,3.787616025,3.787616025,5.436437055,135.7302166,4.097141221,2.048331766,2.000233209,1.43531895,1.612809946,150.5861,0.838080949,10.266706,7.867871,-30.0852165,0.437274292,-106.0822744,2.90253,3.41967,1.76558,1.76558,2.79103,179.67966,13.54407,56.22197,37.10211,66.0092,6.653264995,9.059036583,1.36159263,73.83305018,17.78664106,-0.360461921,-2.758441162,53.10340856,0.88739,0.71449,0.71924,1.241990791,Tb,Ho,O,65,158.925,175,106.3,5.85,112,3.5,11,170,1.94,8.23,1.1,1.21,0.198863,67,164.93,175,104.1,6.02,33,3,13,156,1.92,8.8,1.1,1.23,0.207795,0.713867472,149.99,(1.00 0.00 0.02),47.064,(0.49 0.49 0.72),3.187,-22.061,(-0.01 0.80 -0.61),0.875,(1.00 0.00 0.02),-25.213,,,,,,,,,,,,,,,,,,,,
HoErO3,P 4 m m,99,no,-42.19476357,-39.35455585,-2.84020772,-34.79360791,4.56094794,7.40115566,2.09,76.41055858,4.976,3.761372958,3.761372958,5.400830886,137.4451432,3.28073292,2.032099973,1.614454487,1.435866889,1.614925841,156.00372,0.848442058,10.122856,7.698764,-31.10512153,0.549299911,-106.8893216,2.87198,3.3757,1.74707,1.74707,2.75353,183.8708,12.57308,58.62477,38.00583,67.05956,6.472443181,8.660421677,1.338045223,79.53500654,17.05763622,-0.38321243,-2.61750896,56.74147518,0.78435,0.67088,0.71341,1.16913606,Ho,Er,O,67,164.93,175,104.1,6.02,33,3,13,156,1.92,8.8,1.1,1.23,0.207795,68,167.259,175,103,6.1,30,3,14,150,1.89,9.07,1.11,1.24,0.212261,0.710503364,154.133,(1.00 0.00 0.02),44.313,(0.49 0.49 0.72),3.478,-23.268,(0.80 0.00 -0.61),0.932,(-0.01 1.00 0.02),-24.966,,,,,,,,,,,,,,,,,,,,
DyHoO3,P 4 m m,99,no,-42.16220274,-39.28996632,-2.87223642,-34.71240097,4.57756535,7.44980177,2.1,77.55864422,4.841,3.77663692,3.77663692,5.437756296,137.3845462,3.78519954,2.096952954,1.805095118,1.439840899,1.624386744,154.22326,0.860800428,10.199094,7.838624,-30.79234142,0.300489864,-106.8926947,2.89314,3.41357,1.76169,1.76169,2.78333,179.16262,12.06927,56.75419,36.53015,65.5771,6.63198183,8.745200803,1.318640646,82.85505254,17.61984446,-0.379044482,-2.6588045,58.58354537,0.85879,0.70052,0.70707,1.225932165,Dy,Ho,O,66,162.5,175,105.2,5.93,34,3,12,163,1.92,8.55,1.1,1.22,0.20333,67,164.93,175,104.1,6.02,33,3,13,156,1.92,8.8,1.1,1.23,0.207795,0.710487127,150.418,(1.00 0.00 0.02),42.648,(0.49 -0.49 0.72),3.527,-24.112,(-0.01 0.80 -0.61),0.963,(1.00 0.00 0.02),-25.038,,,,,,,,,,,,,,,,,,,,
YDyO3,P 4 m m,99,no,-43.88667282,-40.96523277,-2.92144005,-36.45860641,4.50662636,7.42806641,2.133,78.75384994,3.802,3.79288483,3.79288483,5.47434902,138.0610427,4.196590578,2.126501915,1.973471337,1.443320656,1.64714017,151.0905,0.873214111,10.363465,7.998484,-31.35727572,0.205509795,-106.9092768,2.90453,3.43443,1.76394,1.76394,2.81107,173.02801,10.42054,54.52023,32.10828,62.8885,6.820712226,8.886430207,1.302859571,95.96431663,18.34181551,-0.275526179,-2.724307172,71.13067077,0.90153,0.70014,0.74122,1.287642472,Y,Dy,O,39,88.906,180,104,6.38,30,3,3,162,1.9,4.47,1.11,1.22,0.1216986,66,162.5,175,105.2,5.93,34,3,12,163,1.92,8.55,1.1,1.22,0.20333,0.703436677,146.198,(1.00 0.00 0.02),37.31,(0.50 0.51 0.70),3.918,29.026,(-0.78 -0.14 0.61),1.162,(0.50 0.86 0.02),24.979,,,,,,,,,,,,,,,,,,,,
DyYO3,P 4 m m,99,no,-43.90643283,-40.97056514,-2.93586769,-36.69684764,4.2737175,7.20958519,2.096,78.37872962,3.82,3.786350874,3.786350874,5.467093565,140.3263083,6.119125776,1.188756001,5.147503584,1.443895124,1.645199567,149.9846,0.854958304,10.300894,8.126625,-31.21599073,-0.103993995,-109.0063235,2.89246,3.52638,1.79994,1.79994,2.81896,175.42914,10.95459,55.13385,35.63506,61.46567,6.688361432,8.757733453,1.309398952,91.28593585,18.13767767,-0.465017309,-2.550408617,47.82670215,1.06391,0.62702,0.52392,1.696772033,Dy,Y,O,66,162.5,175,105.2,5.93,34,3,12,163,1.92,8.55,1.1,1.22,0.20333,39,88.906,180,104,6.38,30,3,3,162,1.9,4.47,1.11,1.22,0.1216986,0.710796034,149.105,(1.00 0.00 0.02),39.01,(0.49 -0.49 0.72),3.822,-20.156,(0.80 0.00 -0.61),0.778,(-0.01 1.00 0.02),-25.907,,,,,,,,,,,,,,,,,,,,
GdTbO3,P 4 m m,99,no,-42.06424127,-39.12994438,-2.93429689,-34.58984133,4.54010305,7.47439994,2.112,80.12007309,4.545,3.811467997,3.811467997,5.515143052,137.0803887,4.255548503,2.237838598,1.901633347,1.446986583,1.644091887,147.41064,0.864176958,10.468281,8.15512,-30.05288228,-0.22342484,-106.8040816,2.93501,3.50337,1.79274,1.79274,2.8529,170.57923,11.66689,52.61975,32.54213,61.73521,6.924457223,9.100510128,1.314256098,85.71264493,19.00427121,-0.319971992,-2.765942016,56.8163604,0.90362,0.71727,0.66286,1.259804537,Gd,Tb,O,64,157.25,180,107.8,6.14,13,3,10,158,1.96,7.9,1.11,1.2,0.1944,65,158.925,175,106.3,5.85,112,3.5,11,170,1.94,8.23,1.1,1.21,0.198863,0.711672688,144.068,(1.00 0.00 0.02),41.113,(0.49 0.49 0.72),3.504,-23.592,(0.80 0.00 -0.61),0.937,(-0.01 1.00 0.02),-25.178,,,,,,,,,,,,,,,,,,,,
ErHoO3,P 4 m m,99,no,-42.06401079,-38.93966248,-3.12434831,-34.17617869,4.76348379,7.8878321,1.974,76.76395703,4.953,3.757134764,3.757134764,5.438057654,140.1816725,3.161471582,1.887650352,1.674818421,1.447394889,1.643825604,158.92425,0.878640404,10.143099,7.802157,-31.97158753,0.059782533,-108.2698675,2.87339,3.40434,1.75444,1.75444,2.76885,180.87519,9.48514,57.53019,36.46021,64.47844,6.492267441,8.287359582,1.276496949,105.4280696,17.38217795,-0.432221972,-2.458669952,66.90528025,0.74586,0.6141,0.63462,1.21455789,Er,Ho,O,68,167.259,175,103,6.1,30,3,14,150,1.89,9.07,1.11,1.24,0.212261,67,164.93,175,104.1,6.02,33,3,13,156,1.92,8.8,1.1,1.23,0.207795,0.703726436,153.509,(1.00 0.00 0.02),34.446,(0.50 -0.51 0.70),4.457,27.095,(-0.01 0.81 0.58),1.091,(1.00 0.00 0.02),24.835,,,,,,,,,,,,,,,,,,,,
HoYO3,P 4 m m,99,no,-43.85885599,-40.79651099,-3.062345,-36.44065968,4.35585131,7.41819631,2.034,77.97072521,3.871,3.77628825,3.77628825,5.467657461,141.8578171,5.661186438,1.105966934,5.118766452,1.447891977,1.65599094,152.76477,0.868616774,10.256552,8.089018,-31.85142728,-0.244579315,-109.7618105,2.88156,3.52256,1.79544,1.79544,2.81324,175.87131,9.09323,55.79138,34.94249,60.61219,6.620732101,8.480979575,1.280973078,109.9719242,17.92391585,-0.475048592,-2.438411268,53.60887777,0.9989,0.57629,0.48748,1.733328706,Ho,Y,O,67,164.93,175,104.1,6.02,33,3,13,156,1.92,8.8,1.1,1.23,0.207795,39,88.906,180,104,6.38,30,3,3,162,1.9,4.47,1.11,1.22,0.1216986,0.707414219,150.515,(1.00 0.00 0.02),33.037,(0.50 0.51 0.70),4.556,-22.24,(-0.01 0.80 -0.61),0.868,(1.00 0.00 0.02),-25.622,,,,,,,,,,,,,,,,,,,,
ErDyO3,P 4 m m,99,no,-41.97391175,-38.68020401,-3.29370774,-33.85123953,4.82896448,8.12267222,1.921,77.53896477,4.872,3.763252496,3.763252496,5.475115457,141.6848658,3.179056821,1.854755132,1.714003517,1.454889212,1.664207073,161.28973,0.914615932,10.21397,7.93237,-32.28960841,-0.330321916,-109.0649355,2.88456,3.44487,1.76623,1.76623,2.79697,176.34695,7.89828,56.06265,33.70208,63.13523,6.618112103,8.107923526,1.22511124,126.6098442,17.8371875,-0.392304746,-2.437029186,74.73051436,0.74695,0.5903,0.59025,1.265373539,Er,Dy,O,68,167.259,175,103,6.1,30,3,14,150,1.89,9.07,1.11,1.24,0.212261,66,162.5,175,105.2,5.93,34,3,12,163,1.92,8.55,1.1,1.22,0.20333,0.700378256,150.48,(1.00 0.00 0.02),29.118,(0.50 0.51 0.70),5.168,30.098,(-0.01 0.81 0.58),1.215,(1.00 0.00 0.02),24.772,,,,,,,,,,,,,,,,,,,,
CsNbO3,P 4 m m,99,no,-40.11086353,-39.33794461,-0.77291892,-35.46815198,3.86979263,4.64271155,1.609,88.19625752,3.105,3.819421852,3.819421852,6.045815641,83.70313376,17.35854838,-3.954585989,-4.389472987,1.582913822,1.475372903,58.83176,0.405906281,42.306584,8.20625,-1.608489782,1.64784307,-83.74248705,1.82413,3.19422,1.19193,1.19193,2.63449,144.93927,26.34489,60.05516,97.76797,46.506,13.55506167,24.38465393,1.798933456,37.95802526,16.65135852,-7.644269279,-4.67243052,39.9663692,0.65341,-0.15253,1.05291,-4.28381302,Cs,Nb,O,55,132.906,260,167,3.894,46,1,1,400.9,2.44,1.873,0.86,0.79,0.1542125,41,92.906,145,78,6.88,89,5,5,98,1.64,8.57,1.23,1.6,0.1280782,1.015599446,140.405,(0.70 0.71 0.02),41.009,(0.00 0.00 1.00),3.424,19.259,(-0.00 0.59 0.81),0.571,(1.00 0.00 0.02),33.729,,,,,,,,,,,,,,,,,,,,
CsTaO3,P 4 m m,99,no,-42.1219581,-41.50498458,-0.61697352,-37.20946025,4.29552433,4.91249785,2.274,88.7440212,4.077,3.8228005,3.8228005,6.072616223,79.97733402,6.834308399,-1.653206405,-4.133971644,1.588525539,1.47118573,59.77488,0.387948526,19.788701,7.035163,-1.041751511,1.772754748,-80.70833726,1.77622,3.1074,1.16255,1.16255,2.55853,154.07941,27.56681,62.50484,105.78417,45.68394,12.98409297,22.8767861,1.76190868,36.27550667,15.99876106,-7.721881371,-4.021732185,19.15496023,0.25747,-0.11739,0.52804,-2.193287333,Cs,Ta,O,55,132.906,260,167,3.894,46,1,1,400.9,2.44,1.873,0.86,0.79,0.1542125,73,180.948,145,78,7.89,31,5,5,74,1.7,16.4,1.33,1.5,0.234581,1.015599446,150.717,(0.70 -0.71 0.02),43.712,(0.00 0.00 1.00),3.448,8.628,(-0.01 0.67 0.75),0.278,(1.00 0.00 0.02),31.036,,,,,,,,,,,,,,,,,,,,
PrCrO3,P 4 m m,99,AFM,-89.29640165,-89.20110457,-0.09529708,-89.20108982,1.48E-05,0.09531183,0.236,55.67069667,4.327,3.802128162,5.377019989,3.850997627,0.33874226,0.394070394,0.100824028,3.908496852,1.012853187,0.662402445,438.36994,1.251556602,177.268541,104.775023,39.061261,30.24701912,-68.96953787,4.58328,4.58328,3.5352,3.5352,2.17219,350.25978,87.18707,155.48442,176.56991,95.37093,3.908917308,2.476226218,0.633481351,11.46959062,6.431512559,-1.848474355,-0.448266217,0.597707652,0.19198,0.0907,0.05211,2.116648291,Pr,Cr,O,59,140.908,185,113,5.42,93,3.6,5,216,2.03,6.773,1.07,1.13,0.17208,24,51.996,140,75.5,6.766,65,2.5,6,83,1.39,7.15,1.56,1.66,0.1313053,0.838702336,403.84,(0.00 0.00 1.00),229.255,(0.81 0.00 0.58),1.762,,,,,,,,,,,,,,,,,,,,,,,,,
NdCrO3,P 4 m m,99,AFM,-89.20123331,-89.10207488,-0.09915843,-89.10640397,-0.00432909,0.09482934,0.192,55.08252478,4.434,3.788484347,5.357726967,3.837803735,0.338052375,1.906486624,0.753896336,2.528844528,1.013018237,0.66012562,445.52079,1.274956473,20.994506,330.664317,39.31324634,30.24056596,-69.21575993,4.57986,4.57986,3.50923,3.50923,2.16809,349.44,83.56997,159.22087,183.78671,94.23756,4.031809886,2.425939502,0.601699874,11.96602081,6.280583695,-2.004891477,-0.428738163,0.134265341,0.99147,0.58166,0.01122,1.704552488,Nd,Cr,O,60,6144.24,185,112.3,5.49,185,3,6,208,2.01,7.01,1.07,1.14,0.176539,24,51.996,140,75.5,6.766,65,2.5,6,83,1.39,7.15,1.56,1.66,0.1313053,0.836245886,412.211,(0.00 0.00 1.00),220.753,(0.81 0.00 0.58),1.867,,,,,,,,,,,,,,,,,,,,,,,,,
LaCrO3,P 4 m m,99,AFM,-90.55507001,-90.45469787,-0.10037214,-90.46138401,-0.00668614,0.093686,0.716,56.33439512,4.241,3.81685281,5.397845924,3.866898181,0.489579072,0.717409346,0.665833782,1.077460119,1.013111685,0.665145843,426.94917,1.234392137,73.276364,60.966342,39.13639615,29.70127402,-68.34809109,4.61595,4.61595,3.49873,3.49873,2.12759,345.87807,87.82278,150.30701,170.44979,97.24105,3.909414735,2.561987497,0.655337863,11.38656736,6.653049648,-1.790918037,-0.482504251,0.071397249,0.43579,0.41355,0.00627,1.053778261,La,Cr,O,57,138.906,195,117.2,5.577,45,3,3,215,2.07,6.15,1.08,1.1,0.163142,24,51.996,140,75.5,6.766,65,2.5,6,83,1.39,7.15,1.56,1.66,0.1313053,0.853441038,390.322,(0.00 0.00 1.00),230.517,(0.81 0.00 0.58),1.693,,,,,,,,,,,,,,,,,,,,,,,,,
SmCrO3,P 4 m m,99,AFM,-88.83623215,-88.73782592,-0.09840623,-88.74201533,-0.00418941,0.09421682,0.154,54.19629895,4.619,3.767708301,5.328344182,3.817816806,0.091849278,0.020101022,-0.003869988,-5.194078028,1.013299465,0.656684872,456.35125,1.319682615,18.580573,9.314182,39.2958991,30.22795848,-69.61570686,4.56122,4.56122,3.46914,3.46914,2.15499,345.80379,76.54179,164.44199,194.77072,92.13547,4.303836492,2.353250544,0.546779727,13.06475848,6.081171847,-2.317230007,-0.401087807,0.385823237,0.00846,-0.00024,0.02953,-35.25,Sm,Cr,O,62,150.36,185,109.8,5.63,16,3,8,192,1.98,7.52,1.07,1.17,0.185468,24,51.996,140,75.5,6.766,65,2.5,6,83,1.39,7.15,1.56,1.66,0.1313053,0.827472849,424.944,(0.00 0.00 1.00),204.117,(0.81 0.00 0.58),2.082,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
